"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on March 6, 2019","kimcramer98 ","yes","yes","Absorbent AND Soft","I bought these towels because I was desperate to find something both my boyfriend and I would like. I have very absorbent towels, but he always says they’re too scratchy. However, I always felt his towels were too plush and almost didn’t absorb any water at all. I bought these in hopes we’d find a compromise. I washed them first, like the directions stated, warm water, tumble dry low, no fabric softener or dryer sheets, separate from other items. I used one and thought, “Oh no! This is very absorbent! My boyfriend will probably think they aren’t soft enough!” (I am easy to please about softness.) He used one and I braced for impact....and....He LOVED them! He thought they were just the right amount of softness, and I didn’t think they were too plush. They are perfect. I have them in four colors. We replaced all of our towels with these. Good quality and have kept their bright colors after many washes. Would recommend to anyone and everyone.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R21QIYPMZ52DEL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on May 17, 2020","Melody","yes","yes","The BEST towels you will EVER use!!!!!","I was hesitant buying towels on amazon as I like to buy them in store at bed bath &beyond so that I can feel them. I was also concerned that these would be the kind of towels that shed all over your body when drying off, especially since I bought these in black. Lastly, I was concerned if it would be thick enough and good quality. I received these two days ago and washed them before using. I figured I’d have to wash these a few times for them not to shed on me. Wow!!! I can’t say enough about how perfect these towels are!!! I’m VERY picky(if you hadn’t noticed). These blew my expectations out of the water!! I used for the first time this morning and could not believe fantastic these are!! First, they are SO soft and fluffy and they feel much thicker than they look! Fantastic quality (so far). These are incredibly absorbant and dry very quickly. And as to the shedding, I really couldn’t believe it! These towels after only one wash hardly shed AT ALL!!! The amount they did was minimal and I can tell shedding should be completely non existent after a few more uses. These are the best (that I can remember) towels I’ve ever bought. After using these once, I doubt I’ll go back to other towels. Also, the hand towel is great because it had NO shed AND it dries so fast, you don’t have to worry about a damp hand towel after washing your hands a few times!!! I suggest these for anyone, but especially for the picky people like myself! You will not be disappointed! (If this changes after having these for a few months, I will update, but I don’t see that happening)",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2R0QH2L564NCS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07Z6J5DB1","Size: 6 Piece Towel Set | Color: Black"
"Reviewed in the United States on June 13, 2017","donna taylor","yes","yes","Best morning towels","I love this towel set. Because I love to start my days always amazing when I am taking a shower and using towels. This towel set is really luxurious!! They are large enough to wrap my whole body in comfortably with overlap leaving no huge uncovered gaps. I have been using these bath towels almost one month every morning. I was buying my towels from retail stores until now. When I compare the price and quality between Amazon and retail stores, Amazon is definitely BEST.They are made of 100% genuine Turkish cotton. They are very soft and fluffy. I ordered the Turquoise Blue and it is a very pretty shade. I love that they came in a bundle of six. This gives me plenty of comfy towels to use. I would definitely recommend these towels if you like a luxury feeling right out of your shower each morning. If I have any issue, I will update my honest review.",5,"https://images-na.ssl-images-amazon.com/images/I/819uOz0+XHL.jpg , https://images-na.ssl-images-amazon.com/images/I/91L876lzGUL.jpg , https://images-na.ssl-images-amazon.com/images/I/91nLNuIufXL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2GJYKX0DUUDL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on December 11, 2019","Melissa","yes","yes","Description on Amazon/Label are lies.","The description of this product on Amazon says Organic so when I received the towels and there was no “organic” on the label I became concerned. Since they’ve listed OEKO-TEX on the label, I went to the OEKO-TEX website where you can search by manufacturer for certified manufacturers or you can search by the label number. Neither the Manufacturer - American Soft Linen - or the label number came up. These towels are definitely not organic and not certified by OEKO-TEX (an organization that certifies green manufacturing/fabrication process).I will be returning these towels.",1,"https://images-na.ssl-images-amazon.com/images/I/61REbMiljbL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1FIOVIFFPNA5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZS4TCY1","Size: 35x70'' Jumbo Bath Towel | Color: Dark Grey"
"Reviewed in the United States on September 12, 2020","Amazon Customer","yes","yes","Don't Trust Your First Impression!","I regret not taking a photo when I first pulled these out of the box, and perhaps a photo of the disappointment on my face when I took them out of the plastic bag that they were packaged in. They were thin, they were lifeless, and my initial impression was that they may have been manufactured from cardboard. I fell into a mild depression as I realized that the bulk of my order, the bath towels, and hand towels hadn't even been delivered yet, and I already had buyer's remorse.HOWEVER....that's right... keep reading!!They came with a nice little card that explained to wash them first, then tumble dry low. I washed them with a basic Tide pod, no fabric softer. That last part of those instructions had me a little confused though. My dryer has a setting that specifically says ""Towels"" and when I pressed that button, it automatically selects high heat. I decided to take a chance, and try something new. I chose a timed dry on low heat. No dryer sheets either.I came back later and opened the dryer to find the most beautiful, fluffy, and soft washcloths I have ever seen or touched!! I am so happy with these, and I'm super excited for the rest of my order to arrive :)",5,"https://images-na.ssl-images-amazon.com/images/I/71aJ0tuklNL.jpg","-","https://www.amazon.com/gp/customer-reviews/R31FRM346HRZAU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B08571VKM7","Size: 4 Piece Washcloth Set | Color: Navy Blue"
"Reviewed in the United States on September 8, 2016","Austin","yes","yes","The Best Towels!!!!","These towels are perfect. After twice washing, these towels are still in good condition and as soft as how I used them the first time. Also, they are not only so lightweight but also absorbing of these towels is amazing. And it still has the same softness after using. The white color is also gorgeous. These towels would be a great gift. It feels like I am in a five-star hotels' spa in my bathroom.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1LJKDQY25K9WK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on June 26, 2018","tanya","yes","yes","Soft, Absorbent & WAY better than the box store... SUPER VALUE","I bought these towels because I had gotten tickets to take my son to Cedar point & then their water park the following day ... my current towels were ragged & I didn't want to look like a hobo lol.Towels are expensive and so I try to get the best bang for my buck (who doesn't), so I figured I would try these...Long story short... first day at Cedar point my face got horribly sun burnt. So once at the hotel the first thing I did was wash my face from a day of sweating... it was like a horror movie using their washcloth on my face! It HURT soooo bad! (Ironically they had a sign up in the bathroom saying if you took a wash cloth it was $2 and $9 for snagging a towel that I wouldn't give 2 cents for).Anyway lucky for me we brought these towels for the park! They saved my flesh!! SO much softer!!  I did not use the hotel towels except for a bath mat & they didn't even work for that. I have to add they are very absorbent which I was worried about with them being thin... I also have well water which is rough on towels & these are doing much better than the ones I got at W-mart about a month ago... (I don't use fabric softener on towels even with my hard water & these are STILL softer & more absorbent than the torture towels at the hotel)Some reason I can only upload one pic right now, but I took a pic I will add to show the W-mart ones in comparison... they may look similar BUT way different! W-Mart ones are being converted to rags as they are useless and falling apart. These ones have already been washed several times (everyone is looking for the ""new towels"" and doesn't stay in the towel closet a day before getting used lol)",5,"https://images-na.ssl-images-amazon.com/images/I/714Gt0LBXjL.jpg , https://images-na.ssl-images-amazon.com/images/I/71bzzRygX2L.jpg , https://images-na.ssl-images-amazon.com/images/I/71fPl2FPYcL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3BE57EZPEGBL6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on July 23, 2016","Amazon Customer","yes","yes","Great towels","This is a really really nice towels set! I am super excited to now have a matching set of towels! Everything seems to be of good size. The large towels are large enough the  hand towel size and the small towels are perfect face rags!These are simply gorgeous! My grandmother always had white hand towels in her bathrooms (she just wanted to prove she could keep them white!). They wash so nice and are so soft. Truly elegant! Do recommend these!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RM4SAF61V48TG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on August 9, 2018","A. VH","yes","yes","Disappointed, do not buy!","Disasspointed with the quality of this towel. Definitely not worth the price. I have received the towel with one of the big ones has already stained, I contacted the seller but no reply at all so I decided to keep it and wash all of them. I only have the small ones for display and the big ones won't even absorb any water, not at all. My husband has to use our old towel to dry himself off, what a waste.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RBGM3S5ILLDFD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on January 7, 2019","Casey","yes","yes","Soft and pretty!","I was nervous to buy towels online (not able to feel them and see the color). I got white so can’t really go wrong there. They are super pretty in my bathroom. Make sure you wash first! There is a strong smell and when drying it removes excess fibers so they come out really soft. Good for the price too.",5,"https://images-na.ssl-images-amazon.com/images/I/71myKQF6FTL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3UX2UW6ZN0MQF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on February 22, 2020","Royl","yes","yes","Quality seems to have diminished","I buy these towels for my airbnb. The first few orders I've made I felt the quality. However this batch I can there is a difference in quality. It feels like there is less material stic5ched or something. I'm not sure but it's not the same. In the photo is my previous order of towels. U can see the stitching seems to be tighter. The new one is the front one. The stitching seems to be more spread out. My previous order of towels are definitely heavier than this current order.",3,"https://images-na.ssl-images-amazon.com/images/I/71iErUxU9kL.jpg","-","https://www.amazon.com/gp/customer-reviews/R6JZUADCHE1F6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on December 14, 2019","Kat","yes","yes","Definitely recommend these towels","I really like these towels. I ordered these and another set from a different company because I wasn’t sure what I was going to get. These are so soft!  The color is very bright. We’ve had them since October and they haven’t faded. Not a lot of fuzz or pills.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2HQIIS8BHKMY8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07FDFLKJB","Size: 6 Piece Towel Set | Color: Malibu Peach"
"Reviewed in the United States on July 7, 2016","Amazon Customer","yes","yes","The BEST Towels I've Ever Bought !","If you want a bath towel that has everything you want: great absorbancy, comfy softness and durability, this is the choice for you. I've bought other nice quality towels, but had never tried Turkish cotton until now and I'm now sold for life - best towels I've ever purchased and I LOVE them.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3RKMAB9N5X7UT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on May 4, 2020","Mike ","yes","yes","Won’t buy again. Waste of money","Yes these are soft towels, but as far as absorbency they did that ok. The size is small on the bath towels. My problem is I washed them as instructed to. The towels had so much lint in them they plug up the lint filter on my high efficiency dryer. Didn’t think much of it the first time, but I have used them and  washed them now three times since getting them and each time they plugged up the lint filter and cover my other towels and clothing with lint. Now there are strings coming apart in them already. I won’t buy these ever again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RPDBECLGEUDWT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZS26VNC","Size: 6 Piece Towel Set | Color: Dark Grey"
"Reviewed in the United States on October 3, 2018","Denise","yes","yes","Faded after only 2 weeks","Within 2 weeks, these faded spots showed up. I've never had anything like this with other towels. We never use bleach either.",1,"https://images-na.ssl-images-amazon.com/images/I/91BEbP6Sx6L.jpg","-","https://www.amazon.com/gp/customer-reviews/RTO1ZOYIB8GVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on December 12, 2019","Twin mom","yes","yes","Slightly more blue","Great towels. They’re slightly more blue teal than the image shows which luckily is exactly what I needed but just so you’re aware!! (Viewing from an iPhone with standard screen warmth)",5,"https://images-na.ssl-images-amazon.com/images/I/71zNYBiZMSL.jpg","-","https://www.amazon.com/gp/customer-reviews/R4YE4PPCD8A39/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on March 2, 2021","Christina Maioli","yes","yes","Happy With my Purchase","Ok, so I am the type of shopper that reads all of the bad reviews first, so I can see if there is a recurring theme that matches any of the concerns I might have. After reading the bad reviews, I was hesitant because the amount of lint and shedding seemed to be mentioned frequently.  However, I took a leap and order the towels that I wanted. I followed the instructions about the first washing and yes... there was a lot of lint the first wash. Considerably less the second wash and I imagine the amount will continue to decrease with additional use/washes.  The softness and size is exactly what I hoped for.  The towels are thick and the quality is excellent.  If the lint from the first 2 washes is a concern of yours... I personally believe the positives far outweigh the negatives for this product. Also, I have never purchased a brand new towel that did not shed extra lint the first couple of washes. I purchased dark colored towels and the color is exactly the same after 2 washes with no fading. The only reason it has 4 stars instead of 5 is because the thickness of the towel makes it a bit heavy and slow to dry after use.  A very minor trade off for the size and softness. If the amount of lint doesn't decrease or if this becomes a problem with fibers transferring onto my body during use. I will update my review.  As of now, I am happy with my purchase.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RZHOJ0JF48RSL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B084KJ71SJ","Size: 40x80'' Oversized Bath Towel | Color: Chocolate Brown"
"Reviewed in the United States on June 7, 2020","Aubrey E. Ingalls","yes","yes","Softness and value","The towel set is great and the price was reasonable.  I received a postcard saying I could get 10% off my next order so I ordered another set and some extra washcloths but did not see the reduction shown when I checked out so I'm not sure when the discount gets applied.  I would recommend these towels, etc. for their softness and value.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1RAJ5CDJT9K40/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on June 17, 2020","Ken","yes","yes","Very absorbent","The yellow color really catches your eye, but what I like most is the absorbency,  and it feels fluffy on my skin, even after a couple of washings. Its heavy enough too. I wish I had a better camera just to show how bright they still are.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3FQEKIBA9BO3U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZRZKBSM","Size: 6 Piece Towel Set | Color: Lemon Yellow"
"Reviewed in the United States on June 6, 2020","Steve","yes","yes","Washing them resulted in a color change","After the first few washes, we did not notice any problems.  It is important to note, we do not use any type of bleach when we wash.  We use Tide pods 3 in one:  detergent, stain removal, and color protector.  On the third or fourth washing, the grey started turning an orange-red color in various areas and it has progressively gotten worse.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1AWBMY0VFYTO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B083V8KRL4","Size: 6 Piece Towel Set | Color: Rockridge Grey"
"Reviewed in the United States on August 7, 2020","Vinny C","yes","yes","Not too thin, or too soft","Now if your like me you don’t want a wash cloth that’s too thin that you can’t get a good wash, but not too thick, and it has to have a little roughness in the fabric so you can scrub your face and body. I found this to be the happy medium out of the other wash clothes I’ve found on here.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3QB7XPF5ITV0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B0856VZRFK","Size: 4 Piece Washcloth Set | Color: Sand Taupe"
"Reviewed in the United States on February 21, 2019","CE JONES","yes","yes","Not what I expected from the description","These towels are barely adequate.  The loft is a bit too soft for me and doesn't feel like 100% cotton but rather more like a synthetic.  Curiously, the washcloths stained immediately in an odd grey circle in the middle.  Since I only use Dove body wash, I'm not sure what caused the stain.  I tried everything including soaking in bleach and Oxyclean to remove the stain but to no avail.  I would not buy these again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3JUQN3TK2EBLA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
"Reviewed in the United States on June 25, 2020","Valerie Lynch","yes","yes","The shed!","Unfortunately, I've had an experience different from most reviewers.  I'm on my 4th washing of the towels (yellow, red, & blue).  They have to be washed separately because they are not color safe in warm water (at least the red & blue towels, not sure about the yellow), and they produce amazing amounts of loose fibers that fill the filter of our dryer and cling to other items.  In fact, I run the towels through the dryer at least twice to remove as many fibers as possible.  Today my husband vacuumed each towel prior to washing in an attempt to remove as many fibers as possible.  Don't know if that will work.On the positive side, the towels are soft, and the colors are vibrant.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RTX35B1H1WE8R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZS32FNK","Size: 3 Piece Towel Set | Color: Navy Blue"
"Reviewed in the United States on July 16, 2020","Sarah","yes","yes","Soft, bright YELLOW YUMMY COLOR!","Made in Turkey, YAAS! I Love the way they feel! Very absorbent yellow is so happy! I ordered 2 of these sets and 2 big towels! Colors all matched! Larger towels have a lower thread fluffy but still feel so Awesome and absorb extremely well! I am 6ft tall and have been use to the smaller towels now spoiled by the large! My guests will enjoy the regular sized ones but I am using the bigger ones.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R231SECEWO46I8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZRZKBSM","Size: 6 Piece Towel Set | Color: Lemon Yellow"
"Reviewed in the United States on February 12, 2018","GrannyD","yes","yes","Soft!","These towels are beautiful, ample size and wash nicely.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2GRIE8XRPEGGV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on September 15, 2020","PqP","yes","yes","Oozing oodles of black paint","I bought the 4 washcloths, color black.Started using the first one. Soaked it in water and started washing myself with it. I started turning black at the areas touched by the washcloth! I squeezed all the water out of it. What came out wasn't clear water, it was a deep black liquid, sort of what a squid or octapus would spray you with.Right now, these 4 cloths are in my washer, all by their lonely selves -- I wouldn't dare put them in with the other wash, everything would turn black. Hope they (1) lose all that excess ink, and (2) still look decent color-wise.Imagine, wasting an entire washing machine worth of water -- twice! wash then rinse -- in order to make these things usable.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2Y04PA1QHVL2K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B0856QJ36T","Size: 4 Piece Washcloth Set | Color: Black"
"Reviewed in the United States on May 26, 2018","PD.","yes","yes","These towels are very nice and good quality","These towels are very nice and good quality.  The fabric is just right, not too thick and not too thin and the quality of the workmanship is very nice.  I am using them as decorative towels in my bathroom.  I love the bright color, adds a nice touch to my bathroom colors. I would definitely buy again.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RVWJR7GSLPQ4P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on October 13, 2020","Jamie H","yes","yes","WOW, get these!","Wow, these washrags look like something you would use at a 5 star hotel! Big, plush, soft, thick, these wash rags are all the things you could dream of. Don't hesitate, these are so worth the  money. Will absolutely buy again!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3PMVIDNJ2RUSN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B0856WJSH8","Size: 4 Piece Washcloth Set | Color: Pistachio Green"
"Reviewed in the United States on February 17, 2021","SuzieCee","yes","yes","Absorbent. Thick. Soft. Luscious.","Although there is little negative I could say about the American Soft Linen 40x80 super towel that I recently purchased I am a little puzzled. I bought the bath sheet based on a previous purchase of the washcloths which are exceptional thick, thirsty, and luscious. My question is, ""What happened to the pile?"". The pile is different on the bath sheet than that of the washcloths. Were these towels made by the same manufacturer? On the washcloths the pile is longer. On the bath sheet it is shorter and not as luscious. What happened? Yes, the bath sheet is HUGE, weighty, buttery soft, and very quality. I just expected the loft to be similar on the two products. No stars off. It IS a decadent quality towel. You will want to get in it after a scrumptious bath! If you are referring to the images the first depicts the pile on the bath sheet. The second shows the pile on the washcloths. The third shows the two side by side. The forth relays an idea of the size of the bath sheet as it lays over the doors of my shower stall. American Soft Linen makes nice affordable towels. You won't regret your purchase.",5,"https://images-na.ssl-images-amazon.com/images/I/81EJ0g1fDSL.jpg , https://images-na.ssl-images-amazon.com/images/I/81Ms6zrdoNL.jpg , https://images-na.ssl-images-amazon.com/images/I/91HnYmNGpzL.jpg , https://images-na.ssl-images-amazon.com/images/I/91pNVTTtJvL.jpg","-","https://www.amazon.com/gp/customer-reviews/R38D07CTVE7XMP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B084KJ71SJ","Size: 40x80'' Oversized Bath Towel | Color: Chocolate Brown"
"Reviewed in the United States on January 18, 2021","JRS","yes","yes","Softer than expected","I looked at towels at Bed Bath & Beyond but was dismayed at their prices - even on sale.  So - I looked on Amazon and read A LOT of reviews.  These towels seemed worth the risk based on reviews and I was not disappointed.  They did not shed a lot of lint during the first wash and they have remained soft through numerous washings thus far.  I was going for soft more so than absorbency.....I get the correlation between the 2.  For the price, these towels are a good buy and provided what I wanted.....softness.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3FVF9UJIMVTAU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B08JQ672VN","Size: 4 Piece Bath Towel Set | Color: Bright White"
"Reviewed in the United States on December 1, 2020","Jonathan C. Holewa","yes","yes","Very Absorbent!","Overall I love these towels!  I got the yellow and the colors are very vibrant and they're also absorb water well - which considering that is their main purpose, they get an A+ on that front.Only downside and something you'll want to consider initially is that there is a lot of lint the first few uses that will come off on your body.  I did wash and dry these before using them, but I would suggest washing and drawing these towel at least twice before using them just be sure all the errant fibers are removed.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3OCJYZ72MR5TF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZRZKBSM","Size: 6 Piece Towel Set | Color: Lemon Yellow"
"Reviewed in the United States on April 30, 2020","LBP","yes","yes","Nice quality but burgundy color stains","I’m updating this review based on the burgundy wash cloth set I bought. I have previously purchased this brand in a peach shade and also a medium tone blue. I was very pleased with quality and softness. My issue with the burgundy is that the COLOR BLEEDS HORRIBLY. After receiving this item, and knowing red dye can stain, I soaked these cloths in a tub of cold water. Only a slight amount of red color was found in the water, so I washed them in machine in cold water. However, I’m consistently finding that when a used damp cloth of the burgundy red color is tossed into laundry hamper, it leaves red stain on everything it touches. So, for this reason, I can not recommend this product.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RKFEVKHOE8CGC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B08572H382","Size: 4 Piece Washcloth Set | Color: Turquoise Blue"
"Reviewed in the United States on April 15, 2021","RedheadSC","yes","yes","Stop searching for the perfect towels ~ Ta-Dah! FOUND!!!","Can't say enough good things about this linen/towel company and the Turkish, 100% cotton cloths they produce.I had been looking for months and months for all the qualities this product possesses and finally, after trying several other companies, I hit the jackpot!!Very thick, soft and gentle on the skin (no shedding, extremely absorbent).I'm red-head with very fair skin, and use the washcloths to wash my face 2, sometimes 3x a day.I purchased the 4 pc. washcloth set 3 different times in less than a week (1-dk grey, 2 bright white) and will be ordering all the towels soon!In addition, 3 family members and 6 friends have purchased all the various bath sets, too!So heads-up: better hurry if you want a wonderful product- we might purchase all of them- and send them into a back-order status!!!Good luck! :)",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3POTC9IRJGY8W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B0856RDRQT","Size: 4 Piece Washcloth Set | Color: Dark Grey"
"Reviewed in the United States on January 5, 2021","christopher simmons","yes","yes","This Towel Set is High Quality","Overview:This towel set is comfortable, absorbent, and high quality. I really believe I made a great purchase.PROS:- The towels are very absorbent, and that is great since I take multiple showers a day.- It looks like the manufacturer took their time in creating an amazing product.- I like how the color doesn't dilute after washing them.CONS:Make sure to wash the towels at least twice as some of the cotton will rub off on your skin during your first use. This is normal.Recommend:I would recommend this product.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RL2Q23565VG52/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B07ZRZKBSM","Size: 6 Piece Towel Set | Color: Lemon Yellow"
"Reviewed in the United States on February 7, 2021","KSR","yes","yes","Great Towels","I looked around forever to find some towels to match the glass tiles in my shower and finally found these! They come in a plethora of colors, and the teal color was a great match for my tiles. The towels are soft, with loft, and are just the right thickness. They are the softest thick towels I've ever used! I washed the towels before using, as advised.  After the first wash, they were not as absorbent as I hoped. After three washes, they are now what I would consider absorbent.  I'm hoping the next couple of washes will open up the threads even more for a perfect level of absorbency.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZHTGZB4FCFJP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B085F3JNR8","Size: 6 Piece Towel Set | Color: Colonial Blue"
"Reviewed in the United States on January 3, 2018","pj2010","yes","yes","Absorbent and dry fast.","At first I thought these were too thin.  After using and washing them for a few months, I absolutely love them!  Super absorbent, yet light and the Turquoise color is amazing.  Bought them with the matching rugs. https://www.amazon.com/Mayshine-Bathroom-washable-Microfiber-Turquoise/dp/B06XCTLF8Z/ref=pd_bxgy_201_img_3?_encoding=UTF8&pd_rd_i=B06XCTLF8Z&pd_rd_r=13W5DSK3XRGYTRG9V5EZ&pd_rd_w=n9uhH&pd_rd_wg=8ZhkR&psc=1&refRID=13W5DSK3XRGYTRG9V5EZ",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2DA2ZT1SVQF1S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on February 17, 2018","D.Hart, RCIS","yes","yes","Terrific !","Thick, plush, wash up beautifully.  Bright colors, well made.  Turquoise",5,"-","-","https://www.amazon.com/gp/customer-reviews/RDGJYTRGFJEV6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6PA","Size: 6 Piece Towel Set | Color: Turquoise Blue"
"Reviewed in the United States on September 19, 2016","Amazon Customer","yes","yes","Good Quality and Good Value","Love these towels so much I ordered another set. soft and they don't fade when they are in hot water,the color is exactly like the description on the site was happy with the price of course",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2ERASEWZR9JHT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08RP8M6T5","B01H65F6A0","Size: 6 Piece Towel Set | Color: Bright White"
