"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on August 11, 2021","Jeff","yes","-","You can see light through them","These are worthless for anything but rags to wash your car with. You really couldn’t make them any cheaper or they’d fall apart when wet.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R16NN0OBMUJOV1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on October 9, 2020","KimberDee37","yes","-","Too thin","Very thin. Total bummer.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2WXSFOMPILY1F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on November 8, 2020","Debra S Martin","yes","-","Not the nicest towel set","Pretty thin towels. Liked the color but put back for emergency use.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3I9D8FYNIX44O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y23GQNR","Color: Green"
"Reviewed in the United States on June 5, 2020","Serenity Hope","yes","-","Weird color","Not happy with price or color so returned",1,"-","-","https://www.amazon.com/gp/customer-reviews/R215X2IQ38HCDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH951PH","Color: Charcoal"
"Reviewed in the United States on July 5, 2020","Dianne Whiteheart","yes","-","wanted something thick and plush, these towels are not","Not ultra, very thin, disappointed",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3I60FD7IW6YFW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH951PH","Color: Charcoal"
"Reviewed in the United States on September 23, 2020","Greg Swanson","yes","-","Color is deceiving","I ordered teal. These look more like a forest green. Be careful, they might not all be true to color",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3SNBFSBC661UO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on September 25, 2020","Two","yes","-","Thin and rough","Thin, rough, pills after one wash.Color is great.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1M3Q136ETZCOR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on April 14, 2021","Thomas lowe","yes","-","Buy a better product","Too light weight",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2HQ7D5ZXKCOM7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on June 14, 2020","Jack","yes","-","Vibrantly colored as advertised!","Color is exactly as pictured! Vibrant!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R6UNMMWH7A2ML/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TTT7SRP","Color: Mustard"
"Reviewed in the United States on March 7, 2020","Dj","yes","-","I’d buy again","Nice towel for the money, soft to touch. I wish they absorb a little more. They get you dry but that moist dry. I like a a towel to dry dry my skin.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R18I3YUDL0I8P8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TTT7SRP","Color: Mustard"
"Reviewed in the United States on October 14, 2020","Jennifer L","yes","-","May look like a good deal but you get what you pay for","Very thin and small. The colors were nice and bright",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3VMT91FNXO6SZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on June 17, 2021","Shop Goddess","yes","-","Better off using paper towels","These towels are extremely thin and not worth your time ordering. The absorbency is poor, and the value is not there. Save your energy and efforts.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RSSX6S16SWN8F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on April 26, 2021","Melissa Frederickson","yes","-","Very thin","These are probably the worst towels I’ve ever purchased. Very thin. Fell apart in the first wash. Not a good value.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3CU2Z3XYPIU7I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QZ4CZV","Color: Orange"
"Reviewed in the United States on May 10, 2021","Barbara Gathers McIntyre","yes","-","Towels","Dry no softness!!!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/RNIFKST2WV8B4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on February 19, 2020","JAR","yes","-","Coral Not oversized","The towels are definitely not oversized and somewhat soft not plush though, good towels for the cost though, I've washed many times and so far the color hasn't faded that much.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R16S166CSK81TS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in the United States on January 13, 2019","Rebecca Leahy","yes","-","Incredible shedding!","I will likely never even use these towels.  The shedding is so severe that I'm afraid they'll ruin my washer and dryer.  After laundering the towel looked positively ratty with pilling and shedding making them look like rags.  No thanks!!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2MS7OPQEBHSPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on September 12, 2020","Jimmie","yes","-","Just what I wanted","Good towel set",5,"-","-","https://www.amazon.com/gp/customer-reviews/R11M8Z0STRM4S5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1MNY9","Color: Purple"
"Reviewed in the United States on May 12, 2021","CDH","yes","-","Thin","These towels are true to color but they are very thin and snag very easily .",3,"-","-","https://www.amazon.com/gp/customer-reviews/RC11ON1PRSFF0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in the United States on April 25, 2021","Stephanie Turner","yes","-","Not Happy!","Only used few times and the towels started bleaching from hand soap for the hand towels",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1HDC9K8CNBTTZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QYXYJD","Color: Turquoise Blue"
"Reviewed in the United States on August 5, 2021","cindy jesse","yes","-","TOTALLY CHEAP CRAP","TOTALLY CHEAP CRAP--gets black fuzz on everything even after several washes",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1Q0D499VD4OPC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on September 28, 2020","Kindle Customer","yes","-","You get what you pay for","You get what you pay for. It's no surprise this towel is a thin and rough given the price. I'm old ratty towels are more plush. I'm sending them back.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1REKF5FQQP0Y2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on May 3, 2021","Dave","yes","-","GLAMBURG Ultra Soft 8-Piece Towel Set","Using this towel set for display only to try an match my rug set.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1EXVNJZ8917AM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QX5CGW","Color: Yellow"
"Reviewed in the United States on October 31, 2020","Alexander Iannone","yes","-","I wanted to like them","These towels were just not what I expected. First of all they feel very thin and cheap and second they shed like crazy! Even after I washed them 4 times they still leave black hair all over my body when I dry myself with them not to mention they’re thin as paper!!",2,"-","-","https://www.amazon.com/gp/customer-reviews/RHJHHIPHFNBVW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on April 17, 2021","Carole W. from Atlanta ","yes","-","Not a good product to purchase.","I used them for drying  off after a shower, they weren't thick at all. The absorbency was poor, but they were kind of soft, I wouldn't recommend this product highly to no one.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2AN9AEUD65C3C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on November 30, 2020","MB","yes","-","Price","Not bad for the price",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3Q98IS0A2EVW5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in the United States on May 12, 2020","Cathie","yes","-","Great Value and very Happy","These towels plump up after washing!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RUJHWTL82WVKN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on January 22, 2021","Amazon Customer","yes","-","NOT A THINK TOWEL","I was disappointed in these towels. For this price I expected a thicker towel.  Seems very cheap and not very absorbent.  It is soft but I certainly did not expect it to be so thin.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2DA0JNP6FOB1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on August 5, 2021","Gen","yes","-","Cheap!!!!!!!  As in not worth the price.","These are cheap and flimsy. Not as described.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RA58OVSZUVDL0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on February 27, 2020","rodney mead ","yes","-","Towels","Kind of disappointed when the came should be a lower price",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3F7NICRFQC7YQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on February 22, 2021","M.E.","yes","-","It's a set of towels...","Very soft. Average absorbency and thickness. They don't fall apart the first time you wash them like cheaper towels, but you will have to wash them a couple of times before you use them.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1GL4L4M5BT2L3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QWGCPH","Color: Peach"
"Reviewed in the United States on August 23, 2021","Jai","yes","-","To thin","It had dirty on the towels when I unpack them. Nasty",1,"https://m.media-amazon.com/images/I/B1xXsW1l+AS.jpg , https://m.media-amazon.com/images/I/C1iz9P+rnDS.jpg","-","https://www.amazon.com/gp/customer-reviews/R3TKE0XKZZDYAM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in the United States on March 30, 2021","annie kelly","yes","-","These towels  are  rough don't use on sensitive skin","I like the price  but these towels is not 100%cotton  they are irregular i can't fold or roll them they are too rough i threw them in the rag bag don't waste your money on false advertising",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2RB9R18GUUBN7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on August 7, 2021","pat","yes","-","poor quality material","we found a link to the towels from clickbait in facebook… we didn’t do any comparison shopping… turned out the towels were very poor quality material",2,"-","-","https://www.amazon.com/gp/customer-reviews/R26SZ6YGV0A4DE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on February 11, 2021","Grandma Duffy","yes","-","Not worth the expense.","These are more yellow than cream and much thinner and smaller than I expected from the website photo.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RL2N6WGOWLFNW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QZ64FC","Color: Ivory"
"Reviewed in the United States on February 10, 2021","EENG53","yes","-","No quality...","Do not buy...",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1F20CC9NHICRX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on September 6, 2021","Thomas","yes","-","They are very thin","They are very thin and absorbs water great",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2OW975TBGSZU2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH951PH","Color: Charcoal"
"Reviewed in the United States on February 2, 2020","Joseph & Shonda  Irizarry","yes","-","Towels purple","So far so good I don’t need the wash cloths but I like the feel and look so far",5,"-","-","https://www.amazon.com/gp/customer-reviews/R28WTEZ5P7T642/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1MNY9","Color: Purple"
"Reviewed in the United States on May 21, 2020","NJReview23","yes","-","Very cheap towels","These are very cheap and low quality.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R223AVBPNGTRM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on April 14, 2021","Linda Carter","yes","-","Beautiful color","I love the color they look so beautiful hanging up in my bathroom",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2QU2DGOBG4MV6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on August 14, 2021","carol c","yes","-","Not what I expected","Very thin, quality was not good. Will not purchase again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2TTL3Y1T8JO6C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on August 6, 2021","Lisa ","yes","-","Cheap- thin- poor quality!","Right out of box- ""large"" blue bath towel has long strip holes in it! Very thin and not luxurious at all. Poor quality. Wasted money and still need good towels!",1,"https://m.media-amazon.com/images/I/918wWlToLsL.jpg","-","https://www.amazon.com/gp/customer-reviews/RQB2URWHWABC0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on October 10, 2020","Phillis Middleton","yes","-","Great","Love them",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQKO2XQJ97CJS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on July 2, 2021","elise ","yes","-","Not worth the price","For the price I should have just swung by Walmart. Towels are not absorbent and they feel cheap.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2Y3QN8SR7DGOC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on January 13, 2020","Sarah Anne","yes","-","That they are good enough to dry off with","They weren't what I expected but it's for guest bathroom",4,"-","-","https://www.amazon.com/gp/customer-reviews/RIKB48ILFN4Y8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on July 25, 2021","Aquarius ♒","yes","-","Great for decor & guest","-",5,"https://m.media-amazon.com/images/I/C1SdC5fs+VS.jpg","-","https://www.amazon.com/gp/customer-reviews/R1LE113RF86VYP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on April 22, 2020","Amazon Customer","yes","-","Cheap and thin","These are over priced thin towels. They had a strong chemical odor.. would NEVER purchase again",3,"-","-","https://www.amazon.com/gp/customer-reviews/RNLABES7E2TN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on March 10, 2020","Jenne","yes","-","Thinner than expected.","Not my favorite set if towels and much thinner than I expected. That said they work in my bathroom from a color POV. Serviceable but not the best value for money in my opinion.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2V400VOK309Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH951PH","Color: Charcoal"
"Reviewed in the United States on August 24, 2021","Steven Sebek","yes","-","Very thin towels","The only thing I like about these towels is the color. They are very thin and just feel like poor quality.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3SUW7JYBYVZIU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on September 19, 2020","Allyson Linefsky","yes","-","Soft","Nice set. Make sure you wash first but really soft and not too thick of a towel. I like the more thin towels so these are perfect. I got black and they go nice with my bathroom",5,"-","-","https://www.amazon.com/gp/customer-reviews/RX1PU9HAQKVIC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on April 28, 2020","Amazon Customer","yes","-","very nice","Gave as gift. They loved them.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2T3QSYDA5W73E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on August 6, 2020","Mz. Benoit","yes","-","Love 💞 them","Great 😊",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1D9WIVARVEYVV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in the United States on January 6, 2021","Happylady!","yes","-","Love Love Love","The color was spot on!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RX7C7UJDOSI22/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in the United States on April 21, 2021","laura","yes","-","Very thin.","These are very thin and shed everywhere.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1OR0ZDSO51T2X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on January 1, 2020","Armywife150","yes","-","Colors not quite as expected","Ordered Orange towels. The color is actually comes of a gold color. Other than the color being off, towels are decent quality for price",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2D05EYYMJ5NAP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TTT7SRP","Color: Mustard"
"Reviewed in the United States on May 21, 2020","Queens of printing","yes","-","Cheap","Cheap don’t waste ur money my package was open and one of my towels was dirty",1,"-","-","https://www.amazon.com/gp/customer-reviews/REZDJRECAZP6F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHB1NTZ","Color: White"
"Reviewed in the United States on October 15, 2020","Llk","yes","-","Great gift","Gift for a relative she love them.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R129IL5QP6GY3Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on August 21, 2021","Mark S.","yes","-","These towels are paper thin.","These towels are the the opposite of the description. Paper then! I wouldn’t use these as rags!  Don’t buy them!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3W31MVRY32F8A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on August 17, 2020","Dee Horton","yes","-","They are soft..","Quality was not what I expected but they serve the purpose....",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3OE9F2F5DKQ5I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in the United States on May 3, 2021","Whitney","yes","-","I would not","I did not like it how the towels looked or how they felt.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3TBG1SPJ5IK48/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on October 19, 2020","Peggy","yes","-","Beautiful towels","Disappointed that fabric pills.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1Z9W03UYSM2QQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y23GQNR","Color: Green"
"Reviewed in the United States on June 19, 2021","Curt Bradshaw","yes","-","Not soft at all, very cheaply made!","Not soft, certainly not fluffy, they aren’t thick enough to be fluffy. Really terrible!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1C4JF9ZMZIAFP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on November 7, 2020","Angela","yes","-","Cheap, thin, and leaves fuzzies.","Product is cheaply made. Low absorbency due to how thin it is. Pretty color, and very soft which is why I didn’t give it a one star. I also really dislike how it leaves little fuzzies on my body.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R26891GT8KXH9J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on May 23, 2020","Judy","yes","-","Nice towels","Beautiful color.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1EFO9D37GY9K6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in the United States on May 19, 2019","MAILE K.","yes","-","Thin","Love the color and they are very soft.  I was very disappointed though in the size of the towels. It says oversize but they’re not very large and they are very thin so not what I was expecting.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3PKFO5SJONNI3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on September 19, 2020","Amazon Customer","yes","-","Basic towels","These towels aren’t soft so I just use them for display",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3EQEV108TK5PU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on May 2, 2021","Kristina","yes","-","Wouldn’t buy again","Very thin towels with the stitching unraveling after one wash",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2ITHT1VIR11B5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on September 17, 2021","Jamie","yes","-","Comfortable Towel set","Comfortable. Lovely color. Good towel set.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2MSYP40ILM7V9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on March 2, 2020","Sandra Me","yes","-","Beautiful color/good quality","I love the color and the quality",5,"-","-","https://www.amazon.com/gp/customer-reviews/R28RDW7VAC0LZX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on September 13, 2021","Trish Campbell","yes","-","Very cheap quality,  thin.","These are low quality, thin towels. Not very absorbent. Very disappointed. Was going to use these rolled up to display with other towels but they are so much smaller than my other towels when rolled up.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R7UTPPGIL2HMM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QRCRBP","Color: Pink"
"Reviewed in the United States on December 29, 2020","Eriko","yes","-","Where are the rest of the towel sets?","I only received two small face towels and the rest towels didn’t come.I was trying to make claim but won’t let me do so.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R38K7QKP2HDRF2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in the United States on July 4, 2021","Ugo","yes","-","EXCESSIVE Shedding","The towels are extremely linty. It doesn’t matter how many times you wash it it always shed in your body after shower",1,"-","-","https://www.amazon.com/gp/customer-reviews/R37BRQO6BV1WV5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on August 21, 2020","Jane  Robbins","yes","-","Great for the price","I love cheap towels because they dry better. These are good",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3REHS2TKKCAC9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on April 12, 2020","Monica Elena","yes","-","No absorbency","Towels are very thin.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2G7YMDSZEAQLU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on April 13, 2021","Niah ","yes","-","Back up towels","Next time will be going to Target or JC pennies. These are so so !",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1HWTNDPKMVHS8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on February 17, 2020","Donna L. ","yes","-","Great towels.","Great towels. Go fantastic in my bathroom.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RFD345T7IUGEY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on April 20, 2021","Phyllis Piatt","yes","-","I am sorry I bought this towel set.","This was in the lint filter with one washing. You can see through the towels. Very disappointed.",1,"https://images-na.ssl-images-amazon.com/images/I/719U+E89v2L.jpg","-","https://www.amazon.com/gp/customer-reviews/RNKDCRND99OR8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on March 26, 2020","Mary Anne Greene","yes","-","Soft towels","Really happy with these towels.  Not too huge, and soft also!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1V0KLNAB5XZLU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on September 20, 2020","Zetadance1920","yes","-","Too thin for me","The towels were very thin. Nothing like pictures. I did not take them out of the package to test fir absorbency as I was anticipating a fluffier towel. These may be ok for a college kid going to live in the dorms.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RH352I7VUYMHF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on August 27, 2021","Carole A. Kaufman","yes","-","Perfect color. Great price","I wish it was a bit thicker and more absorbent",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1ELFHGDRQRLQW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
