"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on July 24, 2020","JT","yes","yes","Beautiful color!","I really like these towels!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2QEFZVPF47IHL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QYXYJD","Color: Turquoise Blue"
"Reviewed in the United States on July 16, 2021","Laura Kimball","yes","yes","Just alright.","Thin. Color is great.  Snagged easy.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3E9JIAJSH2498/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TTT7SRP","Color: Mustard"
"Reviewed in the United States on July 17, 2021","lawntoys","yes","yes","Very thin, do not purchase","Was nothing like what I expected. Very thin! Very disappointed",1,"-","-","https://www.amazon.com/gp/customer-reviews/R14M7XXUFTIIQ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QZ64FC","Color: Ivory"
"Reviewed in the United States on July 29, 2019","Lynn Williams","yes","yes","Good value!","I am very satisfied with my purchase and would absolutely buy these towels again.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R324ATG4FU5I1Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH951PH","Color: Charcoal"
"Reviewed in the United States on November 4, 2020","L Day","yes","yes","Product very misrepresented","Very disappointed in product. Missing one large bath towel out of the set. Would never buy again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RXDIUG83WLY42/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in the United States on August 3, 2020","Lucretia","yes","yes","Not what I expected","The fabric is very thin. When my order came,it was missing 1 bath towel, and 1 hand towel. Still trying to contact the company.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R354PTFI0GJDG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QYXYJD","Color: Turquoise Blue"
"Reviewed in the United States on July 18, 2020","mark sperkoski","yes","yes","not what I had expected","I thought they would be more plush ""material very thin",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1BYAJ9PQ00X67/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on July 25, 2020","CG","yes","yes","Towels","Was better than I expected",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2FYWA6QNWUP9Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TTT7SRP","Color: Mustard"
"Reviewed in the United States on May 31, 2021","Rachel","-","yes","Look closer at the good reviews","Look closer at the good reviews, a lot of them are saying how bad the towels are. It's because they're really bad. Not fluffy like the pictures show. They are too expensive for the thin and terrible quality. I would look for good towels somewhere else",1,"-","-","https://www.amazon.com/gp/customer-reviews/R17N8RUHTV0U16/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on June 30, 2020","Sharene Holman","-","yes","So soft","Perfect",5,"-","-","https://www.amazon.com/gp/customer-reviews/R7SBZE4WPAXXG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22XCLT","Color: Jade"
"Reviewed in the United States on March 19, 2021","LaTara K.","yes","yes","Thin color is off and threads comes off bad","The color is way off it's green I ordered teal...It left a huge amount of lent in the washer, dryer and on the towels...threads were everywhere! They're very thin and as soon as I got them I put them in the washer when I took them out the dryer they looked like I had them for years.... shame I had high hope's!",2,"https://images-na.ssl-images-amazon.com/images/I/A1DnUoashfL.jpg , https://images-na.ssl-images-amazon.com/images/I/B13tHbw99MS.jpg","-","https://www.amazon.com/gp/customer-reviews/RSAFU48OK2MR2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on December 24, 2020","Sure, I'll try it ","yes","yes","Very poor quality","* 2021 Update***  Still the worst ever..bought in Nov 2020 and they still bleed. You can see the color on everything dripping when wet.ORGINAL REVIEW: They hey fall apart after washing. Several strings are hanging.  They're tough now and bleed too.. very poor quality",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2NUT25Z92F4D3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on March 19, 2021","Kaye","yes","yes","Fluffs up nicely","I was concerned at first because they looked so thin and compressed to the size if 1 drying towels. I washed them immediately and they fluff up nicely. The towels are soft and absorbed water well and dries after use quickly. I will be adding to my collection.",5,"https://images-na.ssl-images-amazon.com/images/I/A1VZISPpVdL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3CYIWNXPIW7EN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22XCLT","Color: Jade"
"Reviewed in the United States on October 2, 2020","brendamarie","yes","yes","Never again","The color that arrived is horrendous!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R15CD8TLGTPBP2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QWGCPH","Color: Peach"
"Reviewed in the United States on October 24, 2020","Dani72122","yes","yes","Thin n cheaply made","Extremely thin. Very cheap feeling material",1,"https://images-na.ssl-images-amazon.com/images/I/71PJepdzprL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1N6MUFMBJENZ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on March 4, 2021","regina keller","yes","yes","You get what you pay for","I love the color wasn't thick or soft  wasn't bad on price",5,"-","-","https://www.amazon.com/gp/customer-reviews/RJJWIDX0EWOYZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QWGCPH","Color: Peach"
"Reviewed in the United Kingdom on December 27, 2020","Amazon Customer","yes","yes","Not what they look like","Too thin  and very small",3,"-","-","-","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United Kingdom on December 14, 2020","Lisa Borriello","yes","yes","They are ok","Those towels are just ok, not very thick and probably my fault cause I choose charcoal and I don't really like the color, a bit smelly when opened the parcel. Didn't wash them yet, good to have as a spears in case of need.",3,"-","-","-","B07GH951PH","Color: Charcoal"
"Reviewed in the United Kingdom on October 21, 2020","MAD GIRL","yes","yes","one missing","one towel missing",2,"-","-","-","B07TSPRQMP","Color: Burgundy"
"Reviewed in Canada on May 15, 2020","mark featherstone","yes","yes","Towels are perfect for price","Good price, perfect for what I need. I bought 2, 1 for me, one for a friend who never has hand towels. Now he does lol. All thos comments saying they are thin lmao they should spend 3 times the amount on some fancy expensive towls.",4,"-","-","-","B07GH951PH","Color: Charcoal"
"Reviewed in Canada on May 26, 2020","Arau Fajardo","yes","yes","Its good for the money","You get what you pay for. Its honestly not a bad product. They're pretty soft and the absorption is good enough. Don't expect it to be some fancy set, because is doesnt have that fancy price tag. My only problem is, it still leaves fluff/lint when you wipe yourself even after washing it twice already. All in all its a good product and worth what you pay for it.",4,"-","-","-","B07GHBW7N2","Color: Sky Blue"
"Reviewed in Canada on December 12, 2020","Amazon Customer","yes","yes","Low price and low quality!","Lets say my dogs have ticker towels than that!  Judging by what was left of them in my dryer, they will NOT last long.  Bought them for our guests bathroom because the color was nice, will put them in the basement bathroom, as utilities.  Ok price was low... but amazon is supposed to have good prices, quality-price is ordinary.",1,"-","-","-","B07GH7Y4W1","Color: Teal"
"Reviewed in Canada on October 21, 2020","Gaylene Sawatzky","yes","yes","Great for spare/guest bathroom","With they were thicker. But colour is great and pc per price is great.",3,"-","-","-","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in Germany on March 16, 2021","Winkler","yes","yes","Superqualität","Die Handtücher sind super weich, strahlend weiß und sind bei uns im täglichen Gebrauch.",5,"-","-","-","B07GHB1NTZ","Color: White"
"Reviewed in Canada on August 26, 2019","Mirella","yes","yes","Great guest towels","Towels arrived on time.  Washed and tossed them in the dryer.  They look and feel great.  Nice set to have in the spare bathroom.",5,"-","-","-","B07GHBW7N2","Color: Sky Blue"
"Reviewed in Canada on November 10, 2020","Sharon","yes","yes","I hope these towels fluff up when washed","I bought 2 sets for Christmas gifts. Hopefully when washed they fluff up as they look pretty skimpy when I got them. I will add to this once I hear from my kids after Christmas:)",4,"-","-","-","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in Canada on December 3, 2020","Patty Penner","yes","yes","Skinny little towels","These towels are paper thin.  Do not purchase these towels.  Spend a little more money and buy quality.The only thing nice about the towels are the colour.",2,"-","-","-","B082QRCRBP","Color: Pink"
"Reviewed in Canada on October 6, 2020","D MacDougall","yes","yes","Good quality","Love them they are so soft great colour choc brown",5,"-","-","-","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in Canada on November 11, 2020","Patricia","yes","yes","It's a Xmas gift, complaining about the delivery service","I bought as a Christmas gift  so I won't know the results tell my daughter uses them.. They seem pretty small, I'm complaining about the delivery service they jus left it by my gate, to lazy to go inside my yard, I live on a busy street, it could of got stolen... By someone walking by....",1,"-","-","-","B07GH951PH","Color: Charcoal"
"Reviewed in Italy on November 28, 2020","Cliente Amazon","yes","yes","Soddisfatta","Tutto come da descrizione e consegnato con puntualità.",5,"-","-","-","B07TSPQ5B8","Color: Coral Orange"
"Reviewed in Canada on November 27, 2020","lorii","yes","yes","Definitely not ""ultra soft""","The towels looks like they came from a bargain basement bin.  Very disappointed.  This was going to be a Christmas present for my mother in law, but I would be embarrassed to give them as a gift.  Very cheap looking and not at all soft.  I'm sure they are fine, but I don't think the description should say ""ultra soft""",1,"-","-","-","B07TY1NKV3","Color: Light Grey"
"Reviewed in Canada on December 20, 2020","Cheryl Chamberlain","yes","yes","Not as expected for price","Was disappointed that towels were not as fluffy and soft as expected.  Not worth the price.  I will be sending back for a refund.",1,"-","-","-","B07GHBW7N2","Color: Sky Blue"
"Reviewed in Canada on March 10, 2020","Macanna","yes","yes","Good for the price!","Beautiful blue!Great value, great price!",5,"-","-","-","B07GHBW7N2","Color: Sky Blue"
"Reviewed in Canada on April 24, 2020","victoria","yes","yes","Cheap Quality","The towels are much thinner and see through than advertised. First wash and they were already losing strings of material. Very disappointed for the prices. I would have returned them right away but my daughter washed them right away as we do here at home with any online material.",1,"-","-","-","B07GHD4S4H","Color: Navy"
"Reviewed in Canada on December 27, 2020","Ashley","yes","yes","Dont buy these, unless you want rag like towels","These are very thin and already had pulls in them when I pulled one of the towels out of the packaging.",1,"https://images-na.ssl-images-amazon.com/images/I/91SthcFhuOL.jpg , https://images-na.ssl-images-amazon.com/images/I/91eJrqXOB8L.jpg","-","-","B07TY1MNY9","Color: Purple"
"Reviewed in Canada on October 13, 2020","toycave4","yes","yes","NOT HIGH Quality","Definitely NOT high quality. More like Walmart at best.",3,"-","-","-","B082QRRSF6","Color: Chocolate Brown"
"Reviewed in Canada on July 15, 2020","Jeannie","yes","yes","Poor quality","When I received them, my husband immediately told me to give them away. Not soft, very thin, much like dollar store towels.",2,"-","-","-","B07GH951PH","Color: Charcoal"
"Reviewed in Canada on January 25, 2020","Kaytlyn","yes","yes","Very thin","The pictures and description on the towels had me believe they were fluffy and thicker. They are very thin and light and the two ""oversized"" towels barley wrap around my curvy body. I guess it's worth the price and it delivered within a day. Something you could of just picked up in Walmart.Note: Wash them all immediately and they fluff up some.",2,"-","-","-","B07GHD4S4H","Color: Navy"
"Reviewed in Canada on January 18, 2021","Alice ","yes","yes","Very thin towels","I loved the color of these towels, but that was about the only thing I liked.  They were much thinner than I'd expected, also the bath towels were smaller than I thought they'd be.  They were fairly cheap, so I guess I got what I paid for.",2,"-","-","-","B07GH7Y4W1","Color: Teal"
"Reviewed in Mexico on January 22, 2021","Renee Cerisola Weber","yes","yes","La calidad","Las tuve que devolver pues la calidad me pareció pesima. Sumamente delgadas",1,"-","-","-","B082QYXYJD","Color: Turquoise Blue"
"Reviewed in Canada on May 19, 2020","Susan","yes","yes","a little disappointed","They do not look like the picture. I hope they look better after washing. Very thin, not fluffy at all.",2,"-","-","-","B07GHBW7N2","Color: Sky Blue"
"Reviewed in Canada on June 7, 2020","Client d'Amazon","yes","yes","Fast delivery","They are not really absorbency and the big size are not really big. Disappointed with the size and quality.",2,"-","-","-","B07GHD4S4H","Color: Navy"
"Reviewed in Canada on October 8, 2020","Kim Burgon","yes","yes","Not worth it","Returning the towels. Found them very thin and one had some gunk embedded on it.",2,"-","-","-","B07TSPRQMP","Color: Burgundy"
"Reviewed in the United States on September 15, 2021","tomb523","yes","-","You get what you pay for","I bought these because they were in the deal of the day section and I was hoping to get something slightly higher quality than a bargain brand.  I guess you could say there were priced right but if you say that, the illusion of getting a good deal evaporates and I just paid reasonable market price. The claim they are oversized I didn't find to be true.  They sort of remind me of the towels I took off to college those many, many years ago.  They will make ok car washing rags in about a year.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RJB6140HHSE3O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on June 24, 2021","LJester","yes","-","Misleading description.  Not Oversized - Small towels!","I needed some new towels, ordered these because of the color and the description.  I only have myself to blame for not reading all of the reviews!  These are small and thin.  It even states in the description that the towels are oversized; for a small child maybe.........or you might be able to use the ""oversized"" bath towels for wrapping your hair after a shower, but they are not plush and they are not big enough to wrap yourself.  Save yourself some disappointment and avoid ordering this.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R373RB3OMB2OKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on August 9, 2021","JoeJoe56","yes","-","NOPE!","Sent them back the next day.  Don't waste your time.  The pictures are very deceiving.  The towels are uselessly thin.  I gave it a five on ""Light Weight?"" because that's exactly what they were.  LIGHT WEIGHT.  You could fold two of the bath towels together and not end up with something that looks like their picture shows as one.  Should have known the price was too good to be for a quality towel.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1VRSYPCG5RO3A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on August 6, 2021","LeAnna1776","yes","-","Cheap","These were NOT color treated, so after dying the sink and my face blue with the wash cloths, I soaked them in vinegar and washed them. That stopped the color from bleeding, but I was annoyed having to do it myself. Then...there is the lint that still turns a body blue after a shower. (Navy was the color I went with). So I then have to use another towel to remove the lint. This has not improved with washing. Won't order again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1XGBQX83I7T36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on January 1, 2021","LE","yes","-","Bought from amazon warehouse for $12 =====","I seen these on Amazon warehouse for $12 for the set.Wow can not beat the price sure they are not the thickest (not the thinnest either I have seen thinner)  but for two wash cloths, two hand towels, and two bath towels total of 6 pieces all for $12 who can beat that????They  are being used as spares in our hall bath and they look nice also and are soft.Lucky find this was for our household!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2ITZT7BP0ID9L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on July 14, 2021","Michael Cooper","yes","-","Do Not Buy - So Much Lint, Unusable","I didn't expect the world at this price, however they are completely unusable unless you're into having black fuzz all over your skin, bathroom surfaces and floors. I've washed them countless times and followed a handful of go-to remedies (washing with baking soda, using a lint collector, etc) and nothing even tempers their shedding. I can barely even wash off all the fuzz in one shower (it takes three to get it all off) - and just having them in your bathroom turns sinks, floors, shelves and fixtures into carpets. Aim a little higher. Do not waste your money. All new towels take a little bit of work to become good to go. But these? Weeks of work and no results.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R72TJM0CLXJGF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on August 29, 2020","Anonymous","yes","-","should have read the reviews","well, i expected inexpensive towels and that's what these are. they're not ""oversized"" or ""ultra soft"" as stated. they do say 100% cotton, but they're pretty thin. i expected something like the inexpensive towels at target, but comparing side-by-side, these are about half the quality... the whole kit is so thin it folds up into about the size a normal-quality towel would. i plan to keep them but i feel slightly tricked with the shutdown and all... it's harder to go into stores to check the quality before buying.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RLK7HEBB7SSUY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on August 9, 2021","Rick L","yes","-","Features seem a bit exaggerated","Well, I haven't used these yet. I threw them in the washer to rinse them off before I used them. I put them in with some other items that won't  bleed."" First impression is that all the items in the set are not ""ultra"" soft or absorbent. The items seem to be a bit on the thin side, compared to my store-bought towels.  Fora lot of people these towels will be just right.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R8NV6VRU5MBZ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on October 25, 2020","Lynne Fernandez","yes","-","These are NOT luxury spa quality","This towel set does NOT contain oversize bath towels nor are they luxury spa quality (at least not from a nice spa).  I do like the bright orange color and the price.  I needed orange towels for my Halloween bathroom decor so I kept the towels.  You get what you pay for as far as luxury softness and this set does not deliver luxury.  Ok for a guest bath or for decorating if you need a really bright orange color.  I love the color!",3,"-","-","https://www.amazon.com/gp/customer-reviews/R35JMNPG0X6XJX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QZ4CZV","Color: Orange"
"Reviewed in the United States on December 30, 2020","Mark and Felecia Almy","yes","-","I’m not a towel snob.","These towels look nice at least the one I inspected. However the first thing I was looking for was the thickness and softness. Since the towel wasn’t very thick I don’t feel it was soft either. It may have softened  or fluffed up after washing but I didn’t want to chance it so I returned the items.  I would have kept them if they were thicker.  The color was a rich blue and came with the towels as described.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RWG3O46UHBN0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on March 31, 2021","AK Andrew’s","yes","-","5 Stars for me.","A lot of people in this review thread are straight up Savages!These towels are great. I would in fact recommend them to my mother, or a close friend.They do as a towel should, dry you off after bathing...These towels are great.Washed them a few times, they still look like the day I got them.I’m pleased... will buy more from them in the future.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1DZP8HC99H6UG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH951PH","Color: Charcoal"
"Reviewed in the United States on April 29, 2021","Len","yes","-","Don't waste your money!","Absolutely crap, I don't think cheaper quality towels could possibly be purchased. They are see through thin, not soft at all, and much smaller than expected. The only thing as expected was they were black. If the set was $5.00 it would have been over priced. I guess I'll use them for shop towels, they would be too embarrassing to put up in the house. Amazon needs to do it's customer's a favor and stop selling these.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2ERQS0IS9U0FG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on June 22, 2021","Peter","yes","-","Walmart Quality, color is way off.","Purchased for my boat as it has teal interior colors.First, Not very good quality.Second, The bath towel color is way off from the hand and wash towels as seen exactly in the picture.I should have returned it but life got busy. Cheap enough but I would not recommend or buy again. I should have just purchased teal towels at Walmart.",1,"https://images-na.ssl-images-amazon.com/images/I/B1mITDjHjSS.jpg","-","https://www.amazon.com/gp/customer-reviews/R2OJZH0YXMEH7H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on August 20, 2020","14AnnaM","yes","-","Slightly disappointed...","I bought these for a guest to use while staying with us and they'll do the job, but I wouldn't purchase them again. The bath towels are much smaller than I expected (description says over-sized)...and they're SUPER thin... not fluffy at all.  Once they were washed, they were decently soft... and I'm sure they're fairly absorbent... I'm just really underwhelmed by these towels... they'll work for now - but I think they'll end up being car wash or dog bath towels in the very near future!",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2ZN03H828YFSB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082QZ64FC","Color: Ivory"
"Reviewed in the United States on April 26, 2021","LCC","yes","-","You get what you pay for","Giving this towel set 3 stars instead of 2 stars because they were inexpensive. Quality is mediocre (don’t dare wash them without fabric softener), kind of skimpy BUT value for the money is good. You get 2 bath towels, 2 hand towels, and 4 washcloths. I have never seen so much lint come off of so few towels at first wash/dry. The blob in the picture of the towels is the lint mass from just the one set.  Not fluffy towels but you get what you pay for.",3,"https://images-na.ssl-images-amazon.com/images/I/A1SzKGDPOVL.jpg","-","https://www.amazon.com/gp/customer-reviews/RACWDZSQ9IEUQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHBW7N2","Color: Sky Blue"
"Reviewed in the United States on December 17, 2020","LadyShopper","yes","-","Very thin towel.","These towels are about the cheapest you can get. I wanted a less thicker towel than I had, but these were so thin. After washing them now for at least 10 washes, they still have tons of lint in the filter. I noticed today that one looks like there could be a hole coming through the threads. After discarding my thick towels, I now have towels that will not last a year.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RT7V7YNESB0H8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on August 28, 2021","mrsdirk","yes","-","Not what I was expecting","First of all, these towels are definitely very absorbent and oh so soft to the touch. They lose one star only bc I was expecting thick, fluffy towels. They feel like luxury, but they don’t look like it. If you’re looking for nice and fluffy towels, you’re better off going to Walmart…seriously. But if you don’t need the thick and big fluff, these are really great on the other aspects.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R14C3HL685573Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1NKV3","Color: Light Grey"
"Reviewed in the United States on January 20, 2021","wata","yes","-","Only for show - not for actual use","I loved these towels - until I washed them. They came out pilled and have been shedding ever since. I find blue bits on the floor every time I touch them. I am using them only until the new towels I have ordered arrive. So if you want towels just for display, they are great. If you actually want to use them to dry off, look elsewhere.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R8I9PHPXNJEV0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on April 19, 2021","Lissie","yes","-","Lo mas feo que he visto para la cocina si están buenas","Soy una gran compradora de Amazon y nunca pongo un comentario negativo pero en este no me puedo contener devuelvo este juego de toallas porque son las toallas más malas que he visto en mi vida incluso llegaron con hilos salidos lo siento pero para atrás nada que ver con las fotos y con lo que dice el vendedor",1,"https://images-na.ssl-images-amazon.com/images/I/A1NhXRidYbL.jpg , https://images-na.ssl-images-amazon.com/images/I/B17aGc6RYSS.jpg","-","https://www.amazon.com/gp/customer-reviews/RIQJZPPO80DIO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07Y22QK1S","Color: Black"
"Reviewed in the United States on April 28, 2021","BumblebeeBailey","yes","-","Taco Bell Napkins Are Better Quality","Thought it was a mistake and I only received hand towels and washcloths. Then read the package that the bath towels were in that tiny package as well.  Needed ASAP for a project so opened them. Strands of hair are thicker, my sock is more absorbent and sandpaper is softer. As for value, go get some Taco Bell napkins they’re free and better quality.",1,"https://images-na.ssl-images-amazon.com/images/I/91d9ZNU72ML.jpg","-","https://www.amazon.com/gp/customer-reviews/R1SKXB77PV3KOO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on March 21, 2021","Amazon Customer","yes","-","Don't Buy These","These towels are definitely not ""oversized"" as advertised.  They are thin and not soft.  I was hoping they'd soften up with a wash or two, but I think they're so thin there's just not any ""fluff"" in them.  Which is weird, because they shed like crazy.  So I have thin towels that get lint all over the place.  Very disappointed.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3ATY9D2S0ABFC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TY1MNY9","Color: Purple"
"Reviewed in the United States on April 13, 2021","Kindle Customer","yes","-","They serve your everyday needs well and are perfect for guests.","I bought two sets of these in aquamarine and sea green for any guests I might have. I use the green and aquamarine on alternate days. I can just put an entire set out for guests wile the other is being laundered. I also bought sets of matching bath sheets which are larger than the oversized towels.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R32F6A7TZITYG8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GH7Y4W1","Color: Teal"
"Reviewed in the United States on January 3, 2021","Poodle","yes","-","Magnificent towels in quality and color","The color of these towels and the quality of these towels are amazing! You have to wash them at least five or six or seven times To get all the darn lint out of them, and don’t forget to brush the lint out of your dryer! Magnificent towels in quality and color, And once you remove that links, you will fall in love with them!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RR420H65SK1P9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07TTT7SRP","Color: Mustard"
"Reviewed in the United States on December 29, 2020","Honey","yes","-","Nice and plush","These towels were soft and beautiful coming out of the package. I immediately put them in the washing machine on gentle cycle.  They came out of the dryer softer than I expected. I wasn't surprised with the amount of lint because that's the nature of the beast.As always, I will update this review if needed.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2L390W3UOL5HT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHD4S4H","Color: Navy"
"Reviewed in the United States on September 10, 2021","IndyAnna","yes","-","I knew better...","I've always believed that ""you get what you pay for"" because these are so thin and small for a bath towel. Was not expecting the size of a bath sheet, but seriously,  they're small.  I was trying to save some money but now it will cost me more to replace anyway! They would be ok for a kid's bathroom, but not an adult. Save your money!",1,"-","-","https://www.amazon.com/gp/customer-reviews/RYIY0C70MMEJS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHB1NTZ","Color: White"
"Reviewed in the United States on July 14, 2021","short","yes","-","Beware!","Beware!!You cannot return this item at Kohl’s!!  It goes back to the seller by UPS only. We live far from UPS, UPS pickup charge is $11.99. it has been a nightmare.Not the quality I expected for what I paid. VERY THIN, not soft at all.  May be good for camping or washing the dog. Such a disappointment.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1EC6A7TBOTAE5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B07GHB1NTZ","Color: White"
"Reviewed in the United States on May 21, 2021","D.R.","yes","-","Color is off","The towels are indeed very thin, do you do get what you pay for. My biggest concern is the color. It's nothing like the picture. The lime green is definitely more of a yellow. It did not match my bathroom decor at all. (Lime green shower curtain shown in picture)",2,"https://images-na.ssl-images-amazon.com/images/I/B10AC8t2MoS.jpg","-","https://www.amazon.com/gp/customer-reviews/RI3LGV9DFO33D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07Y22QK1S","B082R676PD","Color: Neon Green"
